date,Banana,Onion,Potato
2005-01-01,9.5,5.516666666666667,3.15
2005-01-02,9.5,5.516666666666667,3.15
2005-01-03,9.5,5.516666666666667,3.15
2005-01-04,9.5,5.516666666666667,3.15
2005-01-05,9.416666666666666,5.483333333333333,3.85
2005-01-06,9.333333333333334,5.45,4.550000000000001
2005-01-07,9.25,5.416666666666667,5.25
2005-01-08,9.25,5.375,4.9375
2005-01-09,9.25,5.333333333333333,4.625
2005-01-10,9.25,5.291666666666667,4.3125
2005-01-11,9.25,5.25,4.0
2005-01-12,9.25,5.516666666666667,3.75
2005-01-13,9.25,5.51111111111111,3.658333333333333
2005-01-14,9.25,5.5055555555555555,3.5666666666666664
2005-01-15,9.25,5.5,3.475
2005-01-16,9.25,5.45,3.3833333333333337
2005-01-17,9.25,5.3999999999999995,3.2916666666666665
2005-01-18,9.25,5.3500000000000005,3.2
2005-01-19,9.5,5.640000000000001,3.0700000000000003
2005-01-20,9.75,5.73,3.24
2005-01-21,9.6875,5.742916666666666,3.1975
2005-01-22,9.625,5.7558333333333325,3.1550000000000002
2005-01-23,9.5625,5.76875,3.1125
2005-01-24,9.5,5.781666666666666,3.0700000000000003
2005-01-25,9.4375,5.794583333333333,3.0275
2005-01-26,9.375,5.8075,2.9850000000000003
2005-01-27,9.3125,5.820416666666667,2.9425
2005-01-28,9.25,5.833333333333333,2.9
2005-01-29,10.0,5.879166666666666,3.0125
2005-01-30,9.875,5.925,3.125
2005-01-31,9.75,5.970833333333334,3.2375
2005-02-01,9.625,6.016666666666667,3.35
2005-02-02,9.5,5.5,3.5
2005-02-03,9.5,5.6000000000000005,3.9
2005-02-04,10.25,5.583333333333333,3.35
2005-02-05,9.5,5.6127777777777785,3.37
2005-02-06,9.583333333333334,5.642222222222222,3.3899999999999997
2005-02-07,9.666666666666666,5.671666666666667,3.41
2005-02-08,9.75,5.701111111111111,3.4299999999999997
2005-02-09,9.5,5.455555555555556,3.3499999999999996
2005-02-10,8.75,5.426666666666667,3.37
2005-02-11,9.5,5.497777777777777,3.74
2005-02-12,9.541666666666666,5.4688888888888885,3.6725000000000003
2005-02-13,9.583333333333334,5.44,3.605
2005-02-14,9.625,5.411111111111111,3.5375
2005-02-15,9.666666666666666,5.3822222222222225,3.4699999999999998
2005-02-16,9.708333333333334,5.27,3.84
2005-02-17,9.75,5.257777777777778,3.51
2005-02-18,9.5,5.245555555555556,3.28
2005-02-19,9.75,5.233333333333333,3.331818181818182
2005-02-20,9.6875,5.236666666666667,3.348636363636364
2005-02-21,9.625,5.239999999999999,3.3654545454545453
2005-02-22,9.5625,5.243333333333333,3.382272727272727
2005-02-23,9.5,5.246666666666667,3.3990909090909094
2005-02-24,9.571428571428571,5.25,3.415909090909091
2005-02-25,9.642857142857142,5.229523809523809,3.4327272727272726
2005-02-26,9.714285714285714,5.209047619047619,3.4495454545454542
2005-02-27,9.785714285714286,5.188571428571429,3.4663636363636368
2005-02-28,9.857142857142858,5.168095238095238,3.483181818181818
2005-03-01,9.928571428571429,5.147619047619048,3.5
2005-03-02,10.0,5.1571428571428575,3.1
2005-03-03,10.034615384615385,5.0,3.9
2005-03-04,10.069230769230769,5.0,3.870238095238095
2005-03-05,10.103846153846153,5.166666666666667,3.84047619047619
2005-03-06,10.138461538461538,5.167929292929293,3.810714285714286
2005-03-07,10.173076923076923,5.16919191919192,3.780952380952381
2005-03-08,10.207692307692309,5.170454545454546,3.751190476190476
2005-03-09,10.242307692307692,5.171717171717172,3.7214285714285715
2005-03-10,10.276923076923076,5.1729797979797985,3.6916666666666664
2005-03-11,10.811538461538461,5.174242424242425,3.533333333333333
2005-03-12,10.846153846153847,5.175505050505051,3.5625
2005-03-13,10.880769230769232,5.176767676767677,3.591666666666667
2005-03-14,10.915384615384616,5.178030303030304,3.6208333333333336
2005-03-15,10.95,5.17929292929293,3.65
2005-03-16,10.0,5.247222222222223,3.4
2005-03-17,10.058333333333334,5.331818181818182,3.8
2005-03-18,9.616666666666667,5.349747474747475,3.65
2005-03-19,9.425,5.392676767676768,3.6125
2005-03-20,9.733333333333333,5.43560606060606,3.575
2005-03-21,10.041666666666668,5.478535353535354,3.5374999999999996
2005-03-22,10.35,5.521464646464646,3.5
2005-03-23,9.85,5.28939393939394,3.5
2005-03-24,9.85,5.190656565656566,3.5
2005-03-25,9.8625,5.228030303030303,3.5714285714285716
2005-03-26,9.875,5.265404040404039,3.642857142857143
2005-03-27,9.8875,5.302777777777777,3.7142857142857144
2005-03-28,9.9,5.340151515151515,3.785714285714286
2005-03-29,9.9125,5.377525252525253,3.857142857142857
2005-03-30,9.925,5.462518037518038,4.021428571428571
2005-03-31,9.9375,5.547510822510823,4.185714285714286
2005-04-01,9.95,5.632503607503608,4.35
2005-04-02,9.9625,5.717496392496392,4.514285714285714
2005-04-03,9.975,5.802489177489178,4.678571428571429
2005-04-04,9.9875,5.887481962481963,4.842857142857143
2005-04-05,10.0,5.972474747474748,5.007142857142857
2005-04-06,9.65,5.94040404040404,5.428571428571429
2005-04-07,10.45,5.541666666666667,5.0
2005-04-08,10.45,6.042929292929293,5.75
2005-04-09,10.7,6.04419191919192,5.725
2005-04-10,10.95,6.045454545454546,5.7
2005-04-11,11.2,6.046717171717172,5.675
2005-04-12,11.45,6.0479797979797985,5.65
2005-04-13,11.45,6.049242424242425,5.5
2005-04-14,11.192857142857143,5.707647907647908,5.464285714285714
2005-04-15,10.935714285714287,5.743831168831169,5.428571428571429
2005-04-16,10.678571428571429,5.78001443001443,5.392857142857142
2005-04-17,10.42142857142857,5.816197691197691,5.357142857142858
2005-04-18,10.164285714285715,5.852380952380954,5.321428571428571
2005-04-19,9.907142857142858,5.888564213564213,5.285714285714286
2005-04-20,9.65,5.924747474747474,5.25
2005-04-21,10.05,5.559343434343435,5.65
2005-04-22,9.86,5.593939393939394,5.52
2005-04-23,9.67,5.628535353535352,5.390000000000001
2005-04-24,9.48,5.663131313131314,5.26
2005-04-25,9.29,5.697727272727273,5.13
2005-04-26,9.1,5.732323232323232,5.0
2005-04-27,10.35,5.600252525252525,5.0
2005-04-28,10.05,5.601515151515152,5.4
2005-04-29,9.85,5.586111111111111,5.525
2005-04-30,9.9,5.545707070707071,5.55
2005-05-01,9.95,5.50530303030303,5.575
2005-05-02,10.0,5.46489898989899,5.6
2005-05-03,10.05,5.4244949494949495,5.625
2005-05-04,9.85,5.509090909090911,5.8
2005-05-05,10.1,5.4103535353535355,5.8
2005-05-06,10.1,5.411616161616162,5.9
2005-05-07,10.1,5.423989898989899,5.8916666666666675
2005-05-08,10.0875,5.4363636363636365,5.8500000000000005
2005-05-09,10.075,5.448737373737373,5.808333333333334
2005-05-10,10.0625,5.461111111111111,5.766666666666666
2005-05-11,10.2,5.573484848484848,6.008333333333333
2005-05-12,10.166071428571428,5.571572871572871,5.9071428571428575
2005-05-13,10.132142857142856,5.491883116883116,5.714285714285714
2005-05-14,10.098214285714285,5.445526695526695,5.621428571428572
2005-05-15,10.064285714285715,5.399170274170274,5.5285714285714285
2005-05-16,10.030357142857143,5.352813852813853,5.435714285714285
2005-05-17,9.996428571428572,5.3064574314574315,5.342857142857143
2005-05-18,9.9625,5.26010101010101,5.15
2005-05-19,10.25,5.19469696969697,5.4
2005-05-20,10.2375,5.42929292929293,5.5
2005-05-21,10.175,5.319444444444444,5.5
2005-05-22,10.1125,5.209595959595959,5.5
2005-05-23,10.05,5.099747474747475,5.5
2005-05-24,9.9875,4.98989898989899,5.5
2005-05-25,9.925,4.880050505050505,5.5
2005-05-26,9.8625,5.036868686868687,5.4
2005-05-27,9.85,5.20479797979798,5.5
2005-05-28,9.5,5.158441558441559,5.485714285714286
2005-05-29,9.510714285714286,5.0739898989898995,5.4714285714285715
2005-05-30,9.52142857142857,4.98953823953824,5.457142857142857
2005-05-31,9.532142857142857,4.905086580086579,5.442857142857143
2005-06-01,9.542857142857144,4.82063492063492,5.428571428571429
2005-06-02,9.553571428571429,4.73618326118326,5.414285714285715
2005-06-03,9.764285714285714,4.651731601731601,5.4
2005-06-04,10.1,4.61489898989899,5.4
2005-06-05,10.2,4.616161616161616,5.4
2005-06-06,10.3,4.617424242424243,5.4
2005-06-07,10.4,4.6186868686868685,5.4
2005-06-08,9.2,4.719949494949495,5.65
2005-06-09,9.441666666666666,5.154545454545454,5.65
